Date,Open,High,Low,Close,Adj Close,Volume
1997-04-22,17.328125,17.656250,17.187500,17.609375,11.864218,81165600
1997-04-23,17.656250,18.328125,17.609375,18.281250,12.316893,121205600
1997-04-24,18.531250,18.640625,18.265625,18.265625,12.306364,118114400
1997-04-25,18.031250,18.234375,17.984375,17.984375,12.116874,79637600
1997-04-28,18.031250,18.375000,17.906250,18.296875,12.327414,80194400
1997-04-29,18.640625,18.765625,18.500000,18.750000,12.637024,84341600
1997-04-30,18.687500,19.187500,18.671875,19.140625,12.900304,122580000
1997-05-01,19.171875,19.359375,18.984375,19.218750,12.952950,96868000
1997-05-02,19.343750,19.703125,19.250000,19.703125,13.279409,77264000
1997-05-05,19.812500,20.312500,19.695313,20.312500,13.690111,104702400
1997-05-06,20.078125,20.125000,19.671875,19.750000,13.311004,103409600
1997-05-07,19.500000,20.000000,19.468750,19.484375,13.131969,81708000
1997-05-08,19.390625,20.044912,19.375000,19.843750,13.374189,99770400
1997-05-09,20.109375,20.187500,19.718750,19.937500,13.437370,93159200
1997-05-12,20.015625,20.062500,19.765625,19.890625,13.405780,68047200
1997-05-13,19.750000,19.812500,18.875000,19.046875,12.837114,153694400
1997-05-14,18.687500,19.109375,18.265625,19.093750,12.868701,192022400
1997-05-15,19.203125,19.828125,19.109375,19.765625,13.321529,92104800
1997-05-16,19.593750,19.757813,19.375000,19.390625,13.068790,85354400
1997-05-19,19.406250,19.593750,19.125000,19.343750,13.037200,53624000
1997-05-20,19.437500,20.140625,19.437500,20.125000,13.563737,94090400
1997-05-21,20.437500,20.640625,20.250000,20.312500,13.690111,105252800
1997-05-22,20.343750,20.468750,19.968750,20.171875,13.595334,71460000
1997-05-23,20.343750,20.500000,20.187500,20.398438,13.748031,43351200
1997-05-27,20.421875,21.171875,20.312500,21.164063,14.264039,106044800
1997-05-28,21.210938,21.218750,20.687500,20.890625,14.079746,110245600
1997-05-29,20.921875,20.935537,20.359375,20.470699,13.796739,93404800
1997-05-30,17.812500,19.203125,17.500000,18.937500,12.763399,459014400
1997-06-02,19.250000,19.328125,18.640625,18.718750,12.615960,186443200
1997-06-03,18.562500,18.562500,18.103512,18.125000,12.215793,178820800
1997-06-04,18.218750,18.500000,17.656250,17.812500,12.005170,173323200
1997-06-05,18.046875,18.185537,17.828125,17.892574,12.059140,112872000
1997-06-06,17.984375,18.359375,17.875000,18.250000,12.300036,85673600
1997-06-09,18.484375,18.718750,18.484375,18.656250,12.573839,95966400
1997-06-10,18.554688,18.625000,18.078125,18.148438,12.231588,109618400
1997-06-11,18.156250,18.484375,17.765625,18.437500,12.426409,104075200
1997-06-12,17.875000,18.187500,17.750000,17.957026,12.102581,147144800
1997-06-13,17.984375,18.375000,17.781250,18.093750,12.194727,120024800
1997-06-16,18.203125,18.421875,18.078125,18.406250,12.405348,54288800
1997-06-17,18.414063,18.765625,18.312500,18.710938,12.610697,84719200
1997-06-18,18.429688,18.562500,18.257813,18.320313,12.347425,77522400
1997-06-19,18.312500,18.437500,18.093750,18.304688,12.336897,67169600
1997-06-20,18.296875,18.585938,18.250000,18.343750,12.363225,70870400
1997-06-23,18.250000,18.406250,18.140625,18.148438,12.231588,55217600
1997-06-24,18.312500,18.570313,18.148438,18.500000,12.468527,59868800
1997-06-25,18.593750,18.609375,18.234375,18.335938,12.357959,71621600
1997-06-26,18.171875,18.328125,17.953125,17.960938,12.105216,89320800
1997-06-27,18.125000,18.140625,17.750000,17.781250,11.984115,83198400
1997-06-30,17.828125,17.945313,17.593750,17.726563,11.947253,73996800
1997-07-01,17.750000,17.765625,17.328125,17.382813,11.715579,120094400
1997-07-02,17.500000,17.890625,17.375000,17.875000,12.047297,126900000
1997-07-03,18.078125,18.164063,17.875000,18.117188,12.210526,69645600
1997-07-07,18.210938,18.625000,18.171875,18.421875,12.415877,81052800
1997-07-08,18.476563,18.796875,18.281250,18.703125,12.605433,88640800
1997-07-09,18.875000,19.320313,18.875000,19.078125,12.858178,134427200
1997-07-10,19.062500,19.187500,18.718750,18.765625,12.647556,104671200
1997-07-11,18.812500,19.250000,18.734375,19.226563,12.958216,88641600
1997-07-14,19.312500,19.746075,19.187500,19.687500,13.268880,91014800
1997-07-15,20.187500,20.484375,19.921875,20.226549,13.632182,137650400
1997-07-16,21.593750,22.218750,21.187500,22.093750,14.890629,188827600
1997-07-17,22.062500,22.421875,21.531250,21.953125,14.795846,102946400
1997-07-18,21.687500,21.906250,21.187500,21.609375,14.564177,89768400
1997-07-21,21.546875,21.625000,21.140625,21.421875,14.437805,57112400
1997-07-22,21.390625,22.234375,21.347651,22.187500,14.953815,63344000
1997-07-23,22.406250,22.687500,22.250000,22.328125,15.048593,66578000
1997-07-24,22.250000,22.656250,22.093750,22.437500,15.122310,48846000
1997-07-25,22.437500,22.781250,22.093750,22.296875,15.027527,49560000
1997-07-28,22.312500,22.437500,21.984375,22.140625,14.922215,31066400
1997-07-29,21.906250,22.125000,21.718750,22.031250,14.848500,38321200
1997-07-30,21.875000,22.593750,21.812500,22.343750,15.064249,42040800
1997-07-31,22.546875,23.031250,22.296875,22.953125,15.475092,71150800
1997-08-01,23.187500,23.578125,22.625000,23.406250,15.780595,87386800
1997-08-04,23.375000,24.250000,23.218750,24.187500,16.307312,69578400
1997-08-05,24.421875,25.031250,24.218750,24.921875,16.802429,86284400
1997-08-06,25.078125,25.500000,24.609375,25.015625,16.865643,74238000
1997-08-07,25.375000,25.453125,25.000000,25.015625,16.865643,62813600
1997-08-08,24.593750,24.941401,23.968750,24.453125,16.486391,83373600
1997-08-11,24.312500,24.468750,23.437500,24.031250,16.201967,73399600
1997-08-12,24.281250,24.656250,23.750000,23.828125,16.065022,47946800
1997-08-13,24.312500,24.531250,23.562500,24.093750,16.244104,63879200
1997-08-14,24.218750,24.312500,23.765625,23.968750,16.159838,48156400
1997-08-15,23.843750,23.937500,23.000000,23.031250,15.527765,66631600
1997-08-18,22.937500,23.687500,22.468750,23.640625,15.938607,80085600
1997-08-19,24.000000,24.562500,23.839825,24.476549,16.502192,68073600
1997-08-20,24.625000,25.187500,24.343750,25.125000,16.939373,62654800
1997-08-21,25.218750,25.218750,24.421875,24.593750,16.581207,62813200
1997-08-22,22.937500,24.062500,22.921875,24.046875,16.212503,120192400
1997-08-25,23.890625,24.156250,23.375000,23.546875,15.875396,65676400
1997-08-26,23.375000,23.562500,23.140625,23.171875,15.622573,46042800
1997-08-27,23.015625,23.531250,22.968750,23.515625,15.854334,44534400
1997-08-28,23.093750,23.562500,22.765625,23.093750,15.569906,58621600
1997-08-29,22.937500,23.343750,22.875000,23.031250,15.527765,38895600
1997-09-02,23.281250,23.875000,23.250000,23.765625,16.022886,50916400
1997-09-03,23.750000,24.000000,23.437500,23.453125,15.812198,46066400
1997-09-04,23.437500,23.968750,23.375000,23.656250,15.949147,46934400
1997-09-05,23.937500,24.062500,23.593750,23.640625,15.938607,39409200
1997-09-08,23.921875,24.203125,23.812500,23.984375,16.170370,40360400
1997-09-09,24.046875,24.453125,24.000000,24.437500,16.475864,56717600
1997-09-10,24.343750,24.542950,23.875000,23.875000,16.096628,55259200
1997-09-11,23.718750,24.000000,23.312500,23.812500,16.054491,51296000
1997-09-12,23.546875,23.687500,23.375000,23.562500,15.885936,42529600
1997-09-15,23.546875,23.859375,23.000000,23.015625,15.517228,33224000
1997-09-16,23.250000,24.093750,23.125000,23.953125,16.149296,59700400
1997-09-17,24.281250,24.437500,23.750000,23.914049,16.122959,70784000
1997-09-18,24.015625,24.375000,23.718750,23.750000,16.012344,37023200
1997-09-19,23.812500,23.906250,23.703125,23.859375,16.086092,45282400
1997-09-22,23.890625,24.421875,23.843750,24.093750,16.244104,43994000
1997-09-23,24.218750,24.812500,24.156250,24.781250,16.707623,57432000
1997-09-24,24.750000,24.781250,23.843750,23.906250,16.117693,60664800
1997-09-25,23.687500,24.046875,23.250000,23.281250,15.696315,54458400
1997-09-26,23.531250,23.531250,23.218750,23.265625,15.685784,52354800
1997-09-29,23.421875,24.000000,23.343750,23.843750,16.075554,27963200
1997-09-30,23.718750,23.750000,23.062500,23.078125,15.559374,62021200
1997-10-01,23.187500,23.343750,22.656250,23.312500,15.717383,74075600
1997-10-02,23.390625,23.453125,22.921875,23.281250,15.696315,28330400
1997-10-03,23.687500,23.687500,23.062500,23.328125,15.727918,43604000
1997-10-06,23.531250,23.687500,23.296875,23.375000,15.759523,39713600
1997-10-07,23.531250,23.906250,23.406250,23.812500,16.054491,42537600
1997-10-08,23.625000,23.750000,23.390625,23.640625,15.938607,48621600
1997-10-09,23.531250,23.812500,23.406250,23.671875,15.959679,42205600
1997-10-10,23.531250,23.558575,23.250000,23.250000,15.675247,39668000
1997-10-13,23.375000,23.406250,22.937500,23.140625,15.601505,46409600
1997-10-14,23.156250,23.250000,22.515625,22.953125,15.475092,87709200
1997-10-15,21.390625,21.812500,21.375000,21.671875,14.611270,265154400
1997-10-16,21.875000,21.890625,21.156250,21.343750,14.390045,90182000
1997-10-17,21.156250,21.281250,20.468750,20.750000,13.989736,98338400
1997-10-20,21.062500,21.281250,20.781250,21.015625,14.168819,74026800
1997-10-21,21.484375,21.484375,21.218750,21.281250,14.347913,60264800
1997-10-22,21.468750,21.531250,20.968750,20.984375,14.147754,50656400
1997-10-23,20.500000,20.906250,20.187500,20.468750,13.800113,93489600
1997-10-24,20.812500,20.875000,19.562500,20.000000,13.484082,122778800
1997-10-27,19.660151,19.937500,18.484375,18.687500,12.599191,105164000
1997-10-28,19.921875,21.687500,17.312500,21.250000,14.326834,207800400
1997-10-29,20.781250,20.812500,19.812500,20.062500,13.530996,131943200
1997-10-30,19.437500,19.750000,18.906250,18.937500,12.772246,106263200
1997-10-31,19.562500,19.593750,19.062500,19.250000,12.983009,87862000
1997-11-03,19.609375,19.750000,19.402325,19.625000,13.235929,66579600
1997-11-04,19.656250,19.875000,18.781250,18.984375,12.803859,99530800
1997-11-05,19.250000,19.250000,18.593750,18.656250,12.582564,101704800
1997-11-06,18.734375,18.734375,18.234375,18.375000,12.392866,91430800
1997-11-07,18.078125,19.500000,18.003901,19.359375,13.056777,159223600
1997-11-10,19.328125,19.562500,18.722651,18.781250,12.666864,79038800
1997-11-11,18.781250,19.343750,18.750000,19.062500,12.856550,41917600
1997-11-12,18.968750,19.500000,18.687500,18.734375,12.635247,80271200
1997-11-13,19.015625,19.500000,18.687500,19.484375,13.141081,71534400
1997-11-14,19.578125,19.781250,19.218750,19.687500,13.278080,51246800
1997-11-17,20.000000,20.281250,19.875000,20.109375,13.562610,56116800
1997-11-18,20.062500,20.156250,19.640625,19.687500,13.278080,44351600
1997-11-19,19.656250,19.953125,19.546875,19.765625,13.330774,43050000
1997-11-20,19.875000,20.343750,19.687500,20.218750,13.636377,53910800
1997-11-21,20.437500,20.437500,19.921875,20.062500,13.530996,57960800
1997-11-24,19.921875,20.218750,19.531250,19.531250,13.172699,56716000
1997-11-25,19.515625,19.531250,19.000000,19.109375,12.888166,70640800
1997-11-26,19.203125,19.375000,19.093750,19.156250,12.919783,33229600
1997-11-28,19.218750,19.468750,19.062500,19.406250,13.088390,13943200
1997-12-01,19.625000,20.437500,19.546875,20.375000,13.741755,69122000
1997-12-02,20.234375,20.250000,19.285151,19.515625,13.162164,68329600
1997-12-03,19.437500,19.796875,19.031250,19.625000,13.235929,55119600
1997-12-04,19.750000,19.781250,19.000000,19.171875,12.930321,82224000
1997-12-05,19.156250,19.562500,19.093750,19.390625,13.077853,53776400
1997-12-08,19.531250,19.796875,19.390625,19.609375,13.225386,40209600
1997-12-09,19.500000,19.656250,18.863276,18.906250,12.751165,64254800
1997-12-10,18.765625,18.875000,18.218750,18.671875,12.593098,81685200
1997-12-11,18.265625,18.437500,17.937500,17.953125,12.108348,90031600
1997-12-12,18.062500,18.187500,17.515625,17.625000,11.887044,78581200
1997-12-15,17.562500,18.453125,17.281250,18.031250,12.161036,108536400
1997-12-16,18.218750,18.421875,17.625000,17.796875,12.002964,61343200
1997-12-17,18.109375,18.156250,17.328125,17.375000,11.718431,77272800
1997-12-18,17.468750,17.500000,16.968750,17.281250,11.655205,93845600
1997-12-19,17.000000,17.531250,16.843750,17.500000,11.802740,109067600
1997-12-22,18.187500,18.359375,17.750000,17.859375,12.045118,75592000
1997-12-23,17.859375,18.183575,17.503901,17.546875,11.834352,44389200
1997-12-24,17.765625,17.835924,17.472651,17.562500,11.844889,22021600
1997-12-26,17.593750,17.765625,17.500000,17.718750,11.950271,14815600
1997-12-29,17.906250,17.968750,17.562500,17.703125,11.939731,40644000
1997-12-30,17.781250,18.031250,17.765625,17.921875,12.087267,41157200
1997-12-31,17.937500,17.953125,17.531250,17.562500,11.844889,42123600
1998-01-02,17.671875,18.156250,17.625000,18.156250,12.245333,40927200
1998-01-05,18.265625,18.785151,18.000000,18.625000,12.561482,78368400
1998-01-06,18.468750,18.578125,18.171875,18.281250,12.329644,48313600
1998-01-07,18.187500,18.406250,17.890625,18.187500,12.266417,55380800
1998-01-08,18.062500,18.703125,18.031250,18.578125,12.529870,75730400
1998-01-09,18.640625,18.750000,17.808575,17.968750,12.118882,88028800
1998-01-12,17.703125,18.921875,17.671875,18.906250,12.751165,123747600
1998-01-13,19.093750,19.312500,19.062500,19.234375,12.972476,97348000
1998-01-14,19.250000,19.265625,18.593750,18.859375,12.719557,123962000
1998-01-15,18.718750,19.093750,18.656250,18.828125,12.698484,53458400
1998-01-16,18.953125,18.968750,18.656250,18.703125,12.614181,59281200
1998-01-20,18.781250,19.078125,18.718750,19.062500,12.856550,49972000
1998-01-21,18.859375,19.421875,18.843750,19.171875,12.930321,69415200
1998-01-22,19.000000,19.375000,18.984375,19.125000,12.898707,49898000
1998-01-23,19.218750,19.468750,19.125000,19.296875,13.014630,56184800
1998-01-26,19.250000,19.500000,19.250000,19.421875,13.098933,44695200
1998-01-27,19.468750,19.890625,19.343750,19.796875,13.351848,58713200
1998-01-28,19.937500,20.359375,19.875000,20.218750,13.641543,67063600
1998-01-29,20.078125,20.718750,20.062500,20.500000,13.831306,72366400
1998-01-30,20.625000,20.687500,20.218750,20.250000,13.662628,45384000
1998-02-02,20.625000,20.902325,20.546875,20.765625,14.010517,62426000
1998-02-03,21.000000,21.781250,20.906250,21.578125,14.558715,99884400
1998-02-04,21.531250,22.078125,21.406250,21.890625,14.769558,75391600
1998-02-05,22.187500,22.515625,21.531250,21.625000,14.590340,97320800
1998-02-06,21.437500,22.000000,21.406250,21.886700,14.766912,52042800
1998-02-09,21.859375,21.968750,21.359375,21.453125,14.474374,45804400
1998-02-10,21.359375,21.953125,21.265625,21.562500,14.548169,59575200
1998-02-11,21.421875,21.515625,21.062500,21.265625,14.347874,64918000
1998-02-12,20.968750,21.312500,20.687500,21.250000,14.337327,70388800
1998-02-13,21.093750,21.234375,20.953125,20.953125,14.137026,39093600
1998-02-17,21.156250,21.234375,20.984375,21.156250,14.274062,41481600
1998-02-18,21.093750,21.750000,21.062500,21.734375,14.664136,65802800
1998-02-19,22.250000,22.781250,22.031250,22.640625,15.275576,136295200
1998-02-20,22.812500,23.093750,22.625000,22.953125,15.486423,98482000
1998-02-23,23.250000,23.656250,23.093750,23.546875,15.887022,68921200
1998-02-24,23.531250,23.906250,23.062500,23.093750,15.581301,75785200
1998-02-25,23.171875,23.593750,23.156250,23.500000,15.855397,49980000
1998-02-26,23.437500,23.515625,23.062500,23.078125,15.570757,55918800
1998-02-27,22.984375,23.093750,22.375000,22.421875,15.127984,73563600
1998-03-02,22.453125,22.843750,21.875000,21.906250,14.780101,71733600
1998-03-03,21.484375,21.578125,21.031250,21.328125,14.390038,116639200
1998-03-04,21.234375,21.734375,21.203125,21.609375,14.579799,54200000
1998-03-05,18.765625,19.343750,18.750000,18.890625,12.745464,369330400
1998-03-06,19.343750,19.562500,19.031250,19.531250,13.177688,128355600
1998-03-09,19.562500,19.593750,18.734375,18.765625,12.661127,107076800
1998-03-10,19.125000,19.125000,18.734375,18.875000,12.734921,68406000
1998-03-11,19.140625,19.156250,18.765625,18.968750,12.798179,56479200
1998-03-12,19.031250,19.171875,18.828125,19.093750,12.882515,39483600
1998-03-13,19.250000,19.375000,19.140625,19.156250,12.924680,33584400
1998-03-16,19.265625,19.468750,19.250000,19.421875,13.103892,36159600
1998-03-17,19.375000,19.421875,18.906250,19.187500,12.945765,55440400
1998-03-18,18.984375,19.359375,18.968750,19.250000,12.987931,32528000
1998-03-19,19.343750,19.484375,19.187500,19.328125,13.040648,34558000
1998-03-20,19.375000,19.375000,18.828125,18.937500,12.777088,64090800
1998-03-23,18.875000,18.875000,18.609375,18.765625,12.661127,73635600
1998-03-24,18.796875,18.968750,18.500000,18.609375,12.555706,62888800
1998-03-25,18.968750,19.109375,18.812500,19.015625,12.829803,66587600
1998-03-26,19.234375,19.562500,19.187500,19.546875,13.188233,55606400
1998-03-27,19.578125,19.890625,19.562500,19.718750,13.304198,72785200
1998-03-30,19.656250,19.687500,19.281250,19.343750,13.051184,44500400
1998-03-31,19.171875,19.562500,19.156250,19.515625,13.167142,57452000
1998-04-01,19.375000,19.484375,19.109375,19.375000,13.072268,60100800
1998-04-02,19.234375,19.375000,19.015625,19.093750,12.882515,44330800
1998-04-03,19.156250,19.468750,19.031250,19.187500,12.945765,74411200
1998-04-06,19.046875,19.062500,18.468750,18.468750,12.460825,71554000
1998-04-07,18.500000,18.593750,18.031250,18.156250,12.249985,73555200
1998-04-08,18.250000,18.359375,17.828125,18.140625,12.239434,80134000
1998-04-09,18.531250,18.671875,18.359375,18.437500,12.439740,58564000
1998-04-13,18.468750,19.125000,18.375000,19.062500,12.861424,63446000
1998-04-14,18.906250,19.234375,18.765625,19.000000,12.819258,69982000
1998-04-15,19.546875,19.875000,18.687500,18.718750,12.629500,142813200
1998-04-16,18.359375,18.718750,18.316401,18.593750,12.545159,72342800
1998-04-17,18.515625,18.828125,18.484375,18.796875,12.682212,45112800
1998-04-20,18.734375,19.156250,18.718750,19.125000,12.903594,40400400
1998-04-21,19.437500,19.750000,19.406250,19.734375,13.314735,93195600
1998-04-22,19.812500,21.125000,19.781250,21.015625,14.179195,151875200
1998-04-23,20.812500,21.265625,20.515625,20.812500,14.042150,98472000
1998-04-24,20.468750,20.843750,20.312500,20.515625,13.841846,68476800
1998-04-27,20.062500,20.343750,19.687500,20.000000,13.493956,83156000
1998-04-28,20.187500,20.343750,19.562500,19.828125,13.377989,61831600
1998-04-29,19.875000,20.125000,19.687500,20.031250,13.520153,41810400
1998-04-30,20.156250,20.390625,19.843750,20.203125,13.636160,50554000
1998-05-01,20.234375,20.625000,20.031250,20.531250,13.857634,45786400
1998-05-04,20.562500,20.875000,20.312500,20.500000,13.836540,36578000
1998-05-05,20.437500,20.687500,20.390625,20.468750,13.815446,34794800
1998-05-06,20.546875,20.562500,20.187500,20.343750,13.731076,32992800
1998-05-07,20.359375,20.562500,20.171875,20.250000,13.667794,39124400
1998-05-08,20.156250,21.046875,20.140625,21.015625,14.184555,68384800
1998-05-11,20.968750,21.218750,20.625000,20.625000,13.920906,47877600
1998-05-12,20.609375,21.171875,20.515625,21.140625,14.268925,48472800
1998-05-13,21.156250,21.328125,20.937500,21.203125,14.311117,52413200
1998-05-14,20.953125,21.359375,20.859375,21.140625,14.268925,56047600
1998-05-15,20.796875,20.812500,19.968750,20.078125,13.551797,98584000
1998-05-18,20.000000,20.328125,19.593750,19.843750,13.393601,44609200
1998-05-19,19.921875,20.171875,19.765625,19.890625,13.425240,36790800
1998-05-20,19.812500,19.843750,19.125000,19.250000,12.992848,69038000
1998-05-21,19.078125,19.140625,18.453125,18.531250,12.507724,95151600
1998-05-22,18.687500,18.687500,18.484375,18.578125,12.539361,41110800
1998-05-26,18.859375,18.968750,18.484375,18.671875,12.602641,51538000
1998-05-27,18.375000,18.609375,18.218750,18.578125,12.539361,65520000
1998-05-28,18.406250,18.718750,18.281250,18.375000,12.402267,45670800
1998-05-29,18.406250,18.500000,17.812500,17.859375,12.054240,77225200
1998-06-01,17.281250,17.343750,16.906250,17.000000,11.474203,108380000
1998-06-02,17.250000,17.359375,17.046875,17.312500,11.685130,72040400
1998-06-03,17.531250,17.671875,16.414049,16.484375,11.126176,104560000
1998-06-04,16.906250,17.250000,16.703125,17.046875,11.505843,82716000
1998-06-05,17.296875,17.484375,16.937500,17.453125,11.780043,59046000
1998-06-08,17.484375,17.500000,16.937500,17.328125,11.695672,70268800
1998-06-09,17.296875,17.593750,17.156250,17.546875,11.843316,51892800
1998-06-10,17.453125,17.562500,17.078125,17.140625,11.569120,48955600
1998-06-11,17.203125,17.343750,17.031250,17.140625,11.569120,43135600
1998-06-12,17.109375,17.125000,16.484375,17.109375,11.548024,72079600
1998-06-15,16.812500,17.187500,16.703125,16.718750,11.284373,53234000
1998-06-16,16.937500,17.468750,16.781250,17.453125,11.780043,68256000
1998-06-17,17.468750,17.734375,17.156250,17.312500,11.685130,69139200
1998-06-18,17.281250,17.515625,17.062500,17.421875,11.758946,41916400
1998-06-19,17.656250,17.660151,17.187500,17.500000,11.811673,68891600
1998-06-22,17.468750,18.593750,17.421875,18.468750,12.465541,80072000
1998-06-23,18.687500,18.937500,18.578125,18.812500,12.697553,75155200
1998-06-24,18.765625,19.375000,18.316401,19.343750,13.056122,76740400
1998-06-25,19.312500,19.406250,18.781250,18.906250,12.760834,55333600
1998-06-26,18.890625,19.281250,18.750000,19.093750,12.887383,42892800
1998-06-29,19.218750,19.312500,18.687500,18.953125,12.792475,44950000
1998-06-30,18.703125,18.843750,18.375000,18.531250,12.507724,50669200
1998-07-01,18.671875,18.843750,18.109375,18.796875,12.687010,69999600
1998-07-02,18.640625,18.781250,18.296875,18.312500,12.360084,40194000
1998-07-06,18.140625,18.484375,18.062500,18.371075,12.399615,35581600
1998-07-07,18.281250,18.828125,18.140625,18.781250,12.676461,54239600
1998-07-08,18.906250,19.578125,18.890625,19.578125,13.214316,87268000
1998-07-09,19.390625,20.093750,19.328125,19.937500,13.456881,96395200
1998-07-10,19.875000,20.125000,19.562500,19.937500,13.456881,57320000
1998-07-13,19.937500,20.625000,19.875000,20.593750,13.899816,77118400
1998-07-14,20.671875,20.843750,20.093750,20.171875,13.615064,88694000
