Date,Open,High,Low,Close,Adj Close,Volume
1997-12-31,1565.869995,1580.729980,1560.939941,1570.349976,1570.349976,795460000
1998-01-02,1574.099976,1581.530029,1563.770020,1581.530029,1581.530029,434140000
1998-01-05,1585.770020,1602.510010,1582.989990,1594.119995,1594.119995,681560000
1998-01-06,1588.069946,1594.119995,1576.260010,1580.140015,1580.140015,635700000
1998-01-07,1574.010010,1580.140015,1547.520020,1561.699951,1561.699951,691340000
1998-01-08,1555.910034,1566.560059,1550.699951,1555.540039,1555.540039,645050000
1998-01-09,1555.540039,1555.660034,1497.369995,1503.219971,1503.219971,813460000
1998-01-12,1482.010010,1507.719971,1465.609985,1507.579956,1507.579956,698330000
1998-01-13,1519.619995,1542.180054,1519.619995,1541.630005,1541.630005,742030000
1998-01-14,1549.800049,1550.709961,1535.979980,1548.760010,1548.760010,691680000
1998-01-15,1545.819946,1554.849976,1541.290039,1547.060059,1547.060059,659450000
1998-01-16,1557.689941,1564.959961,1557.689941,1562.880005,1562.880005,701230000
1998-01-20,1567.800049,1590.140015,1567.800049,1590.140015,1590.140015,715490000
1998-01-21,1583.400024,1590.479980,1578.430054,1587.920044,1587.920044,716850000
1998-01-22,1577.880005,1585.050049,1573.280029,1576.510010,1576.510010,660500000
1998-01-23,1582.520020,1584.949951,1568.180054,1575.930054,1575.930054,647390000
1998-01-26,1578.329956,1579.310059,1556.910034,1561.459961,1561.459961,588240000
1998-01-27,1562.229980,1580.040039,1559.260010,1578.900024,1578.900024,680550000
1998-01-28,1586.489990,1611.500000,1586.489990,1610.819946,1610.819946,777610000
1998-01-29,1609.079956,1629.540039,1608.349976,1619.489990,1619.489990,827970000
1998-01-30,1624.530029,1628.199951,1615.420044,1619.359985,1619.359985,729510000
1998-02-02,1640.060059,1653.939941,1640.060059,1652.890015,1652.890015,808120000
1998-02-03,1654.229980,1666.540039,1649.310059,1666.339966,1666.339966,764140000
1998-02-04,1663.459961,1681.170044,1661.109985,1680.439941,1680.439941,820450000
1998-02-05,1692.219971,1701.199951,1675.099976,1676.900024,1676.900024,865990000
1998-02-06,1675.510010,1694.560059,1675.400024,1694.349976,1694.349976,753820000
1998-02-09,1699.920044,1701.579956,1686.209961,1690.430054,1690.430054,688620000
1998-02-10,1692.290039,1713.540039,1692.109985,1709.040039,1709.040039,835560000
1998-02-11,1708.989990,1714.150024,1703.780029,1708.550049,1708.550049,760090000
1998-02-12,1702.890015,1714.619995,1692.369995,1714.339966,1714.339966,769560000
1998-02-13,1709.400024,1715.109985,1707.599976,1710.420044,1710.420044,683180000
1998-02-17,1721.020020,1723.400024,1700.910034,1703.430054,1703.430054,691970000
1998-02-18,1702.790039,1715.739990,1701.359985,1715.729980,1715.729980,687480000
1998-02-19,1723.900024,1730.880005,1717.469971,1727.010010,1727.010010,738870000
1998-02-20,1731.839966,1731.839966,1713.839966,1728.130005,1728.130005,745760000
1998-02-23,1744.209961,1751.760010,1735.569946,1751.760010,1751.760010,731710000
1998-02-24,1755.750000,1757.959961,1738.709961,1738.709961,1738.709961,774920000
1998-02-25,1746.839966,1766.660034,1746.729980,1766.479980,1766.479980,845060000
1998-02-26,1766.709961,1777.130005,1763.859985,1777.109985,1777.109985,782680000
1998-02-27,1778.020020,1783.739990,1769.989990,1770.510010,1770.510010,816160000
1998-03-02,1778.719971,1781.069946,1756.939941,1758.540039,1758.540039,747030000
1998-03-03,1748.959961,1757.180054,1741.150024,1757.140015,1757.140015,783120000
1998-03-04,1750.479980,1762.319946,1748.569946,1759.699951,1759.699951,731200000
1998-03-05,1714.589966,1714.589966,1708.479980,1711.920044,1711.920044,874260000
1998-03-06,1722.589966,1753.489990,1722.589966,1753.489990,1753.489990,791520000
1998-03-09,1747.939941,1747.939941,1725.160034,1725.160034,1725.160034,739340000
1998-03-10,1741.579956,1748.660034,1741.579956,1748.510010,1748.510010,799920000
1998-03-11,1756.030029,1763.400024,1756.030029,1756.849976,1756.849976,838450000
1998-03-12,1763.709961,1766.229980,1749.780029,1764.060059,1764.060059,756150000
1998-03-13,1775.010010,1780.900024,1768.619995,1771.660034,1771.660034,752290000
1998-03-16,1779.410034,1788.400024,1779.410034,1788.180054,1788.180054,690210000
1998-03-17,1787.939941,1788.810059,1769.930054,1779.300049,1779.300049,799940000
1998-03-18,1772.739990,1788.739990,1768.780029,1788.280029,1788.280029,757120000
1998-03-19,1789.550049,1799.979980,1789.550049,1799.979980,1799.979980,789290000
